,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,sex_ratio,literacy_rate
0,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,1323667,84661,2399901,275970,15422,1377,25510,322,566108,5512,45202,232470,344167,281752,225957,143143,100226,1346992,1030640,4181,100.0,54.0
1,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,2036166,105343,3599372,443456,20463,932,341,309,897970,8606,48299,462273,720357,582075,331793,162175,144915,2426929,1369069,5799,98.0,57.0
2,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1933357,57269,3737588,397870,24129,867,253,358,944555,13763,67087,522961,770836,673197,548336,265199,246409,3062955,1170993,5926,100.0,64.0
3,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,2093681,57853,4983330,77777,77825,738,413,403,1297273,22411,93784,669420,947606,797497,521562,271809,263023,3518619,1524603,7211,101.0,64.0
4,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,2381624,47436,4217597,559770,89763,764,323,332,1186028,19383,80434,736270,845810,674957,453446,246580,221924,3209266,1474349,6981,100.0,61.0
5,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1413297,46157,2046051,1713405,87522,11446,1268,1929,869721,149034,274653,230962,596591,685215,811501,517425,558090,3445721,556902,11071,95.0,73.0
6,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1876768,168340,3491139,244723,24979,2086,332,115,926768,8831,46584,340372,453505,482842,463403,293493,256633,2325560,1280393,5251,101.0,58.0
7,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,1410062,19799,2595321,158887,33463,655,217,539,668519,8628,42171,295639,346118,329630,238811,154774,160804,1551232,875272,3836,101.0,58.0
8,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,2048880,48444,4023678,307043,145598,1393,863,906,1163932,30438,101450,618101,692968,630603,531821,312753,328454,3169428,1352499,6983,99.0,67.0
9,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,2029425,60791,3328380,670737,33165,737,255,434,816721,10081,56478,521327,672951,466940,271828,152453,115504,2220285,1517933,5301,99.0,52.0
10,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,2082501,57846,3673456,334172,21345,658,290,267,757821,6153,60812,419379,596134,441585,308575,169083,98227,2049104,1604319,4695,98.0,48.0
11,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,1442203,67642,2637313,342449,34301,1309,554,217,604719,8635,47170,324267,503713,481984,373729,201928,127493,2029580,1199818,3874,99.0,54.0
12,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1741693,45124,3249231,188646,35025,937,241,132,789225,7715,53777,369537,518669,471233,367424,238695,196134,2188695,1294811,4468,98.0,57.0
13,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,1261076,171311,2123426,391596,19653,2357,1847,146,545913,5261,35036,269487,421399,338668,396396,223365,141850,1804547,1041862,3458,104.0,54.0
14,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1700567,42603,3150195,220654,18775,266,97,206,763746,6151,43611,489805,495556,368919,249034,142026,133627,1900943,1218310,4304,98.0,56.0
15,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,1290288,34479,2666950,9025,18879,193,77,106,615432,3988,32280,291793,348354,319244,251521,146721,121213,1499877,1009992,3301,101.0,55.0
16,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,1157962,27469,2299129,16423,17853,380,114,183,527736,4453,24128,250446,300057,257468,186576,115144,103591,1240323,1031683,3103,102.0,53.0
17,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1705655,43550,3273755,197333,31377,1453,253,126,828077,12952,59006,314252,457529,454322,430242,279234,248942,2212184,1191252,4762,100.0,59.0
18,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1773112,33861,3733191,86142,109120,288,209,211,1017568,12050,55613,595331,718960,585595,415178,215863,207586,2771842,1028767,5485,100.0,67.0
19,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,62966,496,47683,2134,35969,94,50381,11738,14593,170,1486,20425,22537,17354,10032,5641,3633,80456,57290,348,93.0,49.0
20,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,31710,273,12333,652,37136,36,452,27868,5318,57,885,11713,10487,8852,6213,4510,2330,44247,31763,348,103.0,49.0
21,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,40222,493,27854,2289,18254,69,776,49393,14231,450,1582,9938,13713,13968,10937,9498,6540,65119,21543,644,98.0,63.0
22,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,38044,833,4859,471,51189,43,121,34158,3911,95,969,12661,15054,12264,6997,4353,2031,53659,42621,348,103.0,40.0
23,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,60945,786,99020,3846,10684,210,24452,7277,17157,312,1471,19306,25179,20643,13070,7612,5180,91574,52421,348,91.0,57.0
24,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,22326,233,28915,2247,9213,33,2932,10393,5932,207,742,5875,7957,7351,5508,3570,2795,33141,14406,348,93.0,59.0
25,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,30202,435,9551,1482,34402,27,193,37085,12493,381,1598,8492,10821,11661,9861,7674,5230,54034,17273,348,98.0,65.0
26,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65772,1543,57027,6148,84397,310,4768,22586,30539,2477,7418,15368,21956,21376,20007,17342,13840,110815,30360,644,98.0,69.0
27,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,28561,114,11842,787,776,1164,34920,349,8635,96,494,4904,4730,4029,2140,1989,1379,19838,19203,348,71.0,52.0
28,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,50169,836,20682,1103,83361,61,778,5325,16026,98,888,13585,16989,12077,7834,4305,2134,57106,50628,348,94.0,43.0
29,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,17644,591,5261,411,5643,27,2577,20967,6198,97,392,3952,5584,4915,2935,2211,1349,20992,11209,348,89.0,52.0
30,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,33370,481,13474,521,8779,28,297,59449,5373,139,750,10219,16118,15339,10348,8017,4276,64790,28364,348,100.0,54.0
31,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,42493,801,31265,1970,8466,328,36087,5556,14188,202,887,8836,10317,8428,5633,3987,2693,40193,25606,348,82.0,58.0
32,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,49177,298,15881,2218,29969,577,3311,60005,14204,303,1300,14227,17675,15908,11441,8418,6030,74220,27956,348,93.0,58.0
33,Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,561824,30342,492966,1198036,1020,112,49,14,84804,2078,25286,210607,307884,300845,121924,87377,46947,1083591,664161,348,95.0,53.0
34,Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,255806,9485,359145,371033,5924,384,236,9,49866,2523,12959,93591,138294,133643,55924,35491,20221,479431,260721,348,97.0,59.0
35,Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,608062,24466,1038985,654816,37635,280,341,98,140205,5316,37541,256855,447993,379469,156156,79766,45341,1378531,357907,348,96.0,68.0
36,Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,324843,10542,327322,597392,1688,431,57,19,45444,1166,12084,119027,163277,161153,59039,47398,22267,575240,375556,348,95.0,52.0
37,Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,316800,7224,655052,13475,8711,297,911,6315,28195,1192,10410,79107,138838,136371,80804,55399,28006,521393,194984,348,95.0,62.0
38,Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,560557,14362,1198401,64526,52968,2261,4673,46,136685,8817,34479,143189,243607,301287,139813,89500,59380,983760,340744,348,96.0,67.0
39,Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,362573,14346,347878,579929,77862,771,194,103,78641,1364,13524,124700,213510,183904,73683,39885,18294,657440,375071,348,96.0,56.0
40,Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,479928,15068,917426,90312,50582,1131,3863,1347,82345,3073,17636,117393,223902,261192,111145,66197,36887,820800,258897,348,96.0,68.0
41,Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,214240,7313,251194,397653,8480,84,490,636,44143,1211,10615,88596,177984,139029,50056,28504,11608,500042,173306,348,95.0,62.0
42,Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,498618,31543,1008219,54684,21051,1540,2378,578,122063,5651,26357,99454,201680,295444,128050,97025,62608,892694,209170,348,96.0,73.0
43,Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,628954,69106,877495,601784,33297,319,185,55,122191,3109,23468,163849,290097,353861,154831,118849,55011,1142942,392678,348,95.0,66.0
44,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,383441,9861,766000,20290,157789,370,6260,3568,53918,1923,11340,109324,212224,199289,93137,40602,18225,676227,310093,348,95.0,58.0
45,Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,399171,17435,521962,692489,11990,114,446,110,70951,1933,24699,198059,333885,257931,76685,39637,21408,935508,303785,348,96.0,65.0
46,Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,341131,12423,529068,252271,101091,93,1718,123,41373,1218,14063,116899,166013,154715,78788,39571,17287,576006,340601,348,96.0,55.0
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,429995,10983,797130,193476,46217,412,1074,2410,60296,1948,15011,126950,212080,217497,107326,82885,44212,795681,275677,348,97.0,66.0
48,Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,979998,38122,1225246,1563203,26844,3036,1073,61,195631,5121,45956,392616,638088,576214,199792,115864,66994,1999919,873197,348,96.0,61.0
49,Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,267623,19302,491582,277488,429,62,27,9,68313,1631,12360,75866,141690,192771,81507,71734,39368,606629,188960,348,95.0,69.0
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,770606,25719,1422824,350536,138166,1363,5088,221,133368,4358,31254,216097,416218,377653,141373,90385,49901,1298039,627141,348,96.0,58.0
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,557196,13241,1181347,48373,76877,1999,16228,395,161718,5135,27948,150893,266717,276292,109805,61040,38152,910252,417081,348,95.0,60.0
52,Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,1069893,24367,1593525,1207442,4116,371,187,63,43290,2561,29796,625357,426625,206161,112955,68177,39627,1485840,1653766,2035,92.0,43.0
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,837770,40652,2291133,237353,2218,295,334,19,44456,2362,31168,559512,482199,302662,253142,136783,91371,1833998,784131,2215,93.0,58.0
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1575079,28033,2545438,786677,15991,5142,309093,1005,589477,23258,69937,381695,686271,422964,537936,310762,253253,2611982,819734,8119,92.0,68.0
55,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,837770,40652,2291133,237353,2218,295,334,19,44456,2362,31168,559512,482199,302662,253142,136783,91371,1833998,784131,2215,93.0,58.0
56,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1575079,28033,2545438,786677,15991,5142,309093,1005,589477,23258,69937,381695,686271,422964,537936,310762,253253,2611982,819734,8119,92.0,68.0
57,Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,771080,26680,1772655,250925,6138,139,113,1035,62359,1704,22300,408188,386707,196305,120653,63103,35767,1214645,879831,1738,91.0,47.0
58,Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,938182,58167,2554330,407348,2209,402,229,57,120373,4644,43127,577601,484502,291877,207136,144783,101836,1822334,1242551,2354,89.0,52.0
59,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,983528,60461,2487866,537098,3556,415,180,32,174534,6764,46929,614644,524322,300767,247079,154643,118843,1976417,1139715,2814,88.0,52.0
60,Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,822493,47985,2518216,197819,2165,544,647,48,62153,3661,34658,581580,605307,367059,313509,163303,131137,2172525,1005140,2600,91.0,59.0
61,Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,538322,26122,1591454,105423,2125,248,5090,57,46760,1784,19324,331675,420187,256124,178044,89306,64117,1344677,457814,1556,92.0,58.0
62,Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1223640,44846,3042729,881476,3534,832,245,101,127442,6280,53205,672797,490534,332382,224622,152540,129597,2028545,2203198,3514,91.0,46.0
63,Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1664062,87178,3876395,488121,3943,913,870,108,112617,6856,57011,902272,757690,447480,342254,191824,131163,2784730,1953368,3998,94.0,52.0
64,Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,728201,26049,2119262,436057,2463,271,167,28,69375,3707,33596,540603,470828,291624,223776,123249,79109,1736879,977719,2370,102.0,54.0
65,Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,727571,105637,1525746,217621,8443,162,159,3438,32633,1839,22414,420472,317612,153973,104211,56137,29633,1085477,765297,1516,92.0,49.0
66,Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,365378,15075,1045117,75742,691,148,248,58,27641,1106,11302,211761,165906,117558,112966,68748,45519,725997,495877,960,92.0,55.0
67,Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,1013566,20577,1684589,1365645,8659,2754,212,2141,60900,2941,27263,472616,444260,237243,133811,88498,57114,1445438,1705551,2516,92.0,42.0
68,Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,560805,20816,1486989,175588,1253,143,79,115,40641,1580,21654,350601,233494,130004,100555,65931,38697,925251,903323,1254,89.0,46.0
69,Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,529064,11633,531236,1149095,5783,398,183,28,58718,1093,14073,356401,235779,89025,42778,25989,15386,769119,945397,1347,95.0,44.0
70,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,326576,13546,956396,40886,487,140,52,52,44491,1186,8862,172076,149312,111684,85807,48001,27261,597955,450967,904,90.0,51.0
71,Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,777546,16347,1753829,241760,1342,170,60,81,23236,1397,23309,340813,189431,114474,99437,79891,44955,875510,1202278,1494,91.0,42.0
72,Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1636938,54934,3652168,818912,3262,564,328,169,113281,5319,65548,783888,771417,520875,303114,170563,137780,2698989,2003079,3520,93.0,48.0
73,Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,426658,16690,1252319,110416,1815,338,95,61,90461,2653,17946,226699,158699,146414,147152,101907,64469,849734,498676,1424,88.0,59.0
74,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1547586,65253,4032773,745546,5149,933,288,98,180651,10290,73012,1092952,743623,419433,299475,194920,138916,2903794,1924438,4105,90.0,52.0
75,Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,1045420,52585,2669775,198033,1978,393,414,64,101378,4156,43848,581978,486266,320839,274556,177358,133032,1985188,1324385,2578,92.0,53.0
76,Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,817041,40018,1964620,244394,1299,250,176,80,31162,1841,28411,601011,368649,195072,161127,95943,64585,1489517,1091439,1924,94.0,49.0
77,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1478947,38691,3047427,865090,8469,926,1337,1895,57546,3495,41143,1053481,543965,250243,159563,98732,70669,2182688,1710878,3181,91.0,45.0
78,Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,1881886,85349,5356075,439952,12551,4803,1062,203,546859,40692,132582,1244842,1095655,920051,698351,463361,452340,4920726,2590473,7065,90.0,59.0
79,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1737539,46164,4086453,990349,4865,668,878,104,74979,7719,70258,1280809,982506,450631,241118,121594,68781,3150588,2142757,4098,90.0,45.0
80,Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,1143318,28840,1989420,1255641,7989,614,353,650,86058,4170,33664,668690,360243,184327,119259,83226,59996,1486857,1798786,2641,92.0,41.0
81,Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,924879,48512,2645415,300487,2889,2569,1584,537,114893,4594,36279,535187,548971,399053,333053,194928,161555,2188753,876443,1555,92.0,61.0
82,Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,649898,18651,1629254,266620,1292,197,60,8,41342,1668,19415,348300,194897,104182,90182,64560,47051,855188,1151349,1582,91.0,42.0
83,Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1343400,47917,3800598,452370,2126,554,292,112,88021,5379,50918,781038,710468,438908,284082,186153,129933,2549708,1996651,3500,91.0,50.0
84,Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1040231,42103,3534772,406449,2330,371,229,107,94787,4509,37442,793945,693465,433759,361171,213251,148065,2653504,1313700,3667,95.0,55.0
85,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,224655,9917,596102,37653,313,75,41,31,20065,631,8873,129673,110525,59529,52860,33856,19676,409518,305609,565,93.0,52.0
86,Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,216372,9119,552492,99342,522,216,73,44,10004,478,6698,128209,91277,37063,25657,16031,10091,308989,348078,489,89.0,43.0
87,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,1114583,37932,2672311,740101,2897,261,253,20,66263,3460,42461,733380,394422,196321,136500,92783,70549,1635891,1852765,2679,90.0,42.0
88,Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,932416,31244,2712635,608282,2618,369,407,86,52935,3834,37833,689880,612635,445257,355277,186817,119164,2421121,1207119,3014,99.0,58.0
89,Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,877682,22555,1809936,409251,3758,271,136,42,51028,1845,25078,467768,269737,157787,99530,69665,45726,1116063,1220268,1836,93.0,46.0
90,Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1060344,36958,3152346,333980,2203,707,362,71,70001,4810,39564,810191,487594,370247,291392,178320,124448,2271286,1479152,2930,89.0,55.0
91,Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,404136,4799,852574,51447,8720,138329,1160,246,231204,44283,78113,80406,118667,114209,124707,98786,174528,731491,184265,34145,82.0,76.0
92,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,726531,10821,1277975,12413,27951,2099,985,86925,157646,1782,9042,183667,178766,139330,60936,57413,32895,656234,729550,1529,102.0,46.0
93,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,205871,2561,371973,6984,236,2387,113,7,79146,1574,6281,35817,59489,53515,64730,45695,25474,287961,65864,3666,98.0,75.0
94,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,1203197,21658,2540763,57973,20745,6373,2979,29122,519704,8566,30892,382091,407692,337793,189296,152838,134637,1624001,943112,2981,97.0,60.0
95,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,205871,2561,371973,6984,236,2387,113,7,79146,1574,6281,35817,59489,53515,64730,45695,25474,287961,65864,3666,98.0,75.0
96,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,1203197,21658,2540763,57973,20745,6373,2979,29122,519704,8566,30892,382091,407692,337793,189296,152838,134637,1624001,943112,2981,97.0,60.0
97,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,402895,7310,777188,10425,2644,1196,667,3685,148926,1016,4804,143128,148544,120146,65196,58875,31319,572304,214637,782,101.0,68.0
98,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1496805,22565,3129745,83499,24304,24276,19587,42569,614109,16141,51289,463598,573291,497668,309508,286244,202424,2363288,823501,4209,99.0,69.0
99,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,487360,7553,629509,15336,189588,474,467,14835,76783,567,5755,120768,137681,127299,64188,50562,26161,529825,328438,856,101.0,58.0
100,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,521186,7899,1133176,30195,21059,3666,897,15649,202380,4544,18004,178191,188303,168387,89167,83166,61215,780221,410186,1565,97.0,62.0
101,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,307071,4830,604259,25878,9398,1391,84,15474,80023,1667,7609,143413,109639,87969,47127,38677,26802,457761,179639,852,97.0,60.0
102,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,499260,6135,1008061,12570,5284,2941,521,1417,212487,961,5614,179770,194739,152183,78583,57949,33357,702532,384764,964,102.0,62.0
103,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,690167,9959,1422986,17332,47653,2117,781,1782,297308,3342,13857,246480,260661,210964,130700,93340,66358,1017307,460166,1575,99.0,64.0
104,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1072969,32919,2239370,227465,17452,7477,121791,1159,547206,38570,96301,231263,407662,335886,441072,221410,204507,1861740,482420,6097,96.0,74.0
105,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,690167,9959,1422986,17332,47653,2117,781,1782,297308,3342,13857,246480,260661,210964,130700,93340,66358,1017307,460166,1575,99.0,64.0
106,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1072969,32919,2239370,227465,17452,7477,121791,1159,547206,38570,96301,231263,407662,335886,441072,221410,204507,1861740,482420,6097,96.0,74.0
107,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1757664,34078,3881485,103038,23181,16707,8397,10680,728556,20261,59523,618508,664470,552373,313247,267265,227382,2674728,1247434,4561,98.0,65.0
108,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,1155807,12643,2126195,81442,97432,2303,1287,48295,253131,2737,18983,364452,338509,281260,135374,105992,64607,1299718,991866,2462,98.0,50.0
109,Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,105521,409,171537,16087,2618,169,216,79,49249,1316,4543,8957,28094,30406,26991,14170,9128,119741,20641,34145,53.0,79.0
110,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1123709,9645,2397056,334858,2586,1110,1291,77,498326,6628,26991,271762,700258,294811,311849,137505,139957,1886269,669022,5549,95.0,67.0
111,Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1123709,9645,2397056,334858,2586,1110,1291,77,498326,6628,26991,271762,700258,294811,311849,137505,139957,1886269,669022,5549,95.0,67.0
112,Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,327658,8862,622213,57941,134169,618,553,166,173951,23440,56266,40968,101521,148792,153887,87513,86781,636063,99538,2078,96.0,81.0
113,Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,249590,5846,341664,63623,231961,855,542,92,138810,17624,44299,29874,73039,119869,108989,64786,57460,463596,88577,1646,99.0,78.0
114,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,2594952,54876,6042416,883238,50754,14542,4518,2055,1456046,126341,273651,761358,1614370,805199,1135058,549188,839295,5805299,1129562,18633,90.0,75.0
115,Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,657139,6083,1410463,99105,919,415,243,40,273331,2538,12765,230474,412251,120625,149478,66785,50999,1039194,380595,2825,96.0,66.0
116,Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,844794,16460,1798794,250919,29789,1524,267,142,378310,9902,32523,257524,560542,229013,283571,127459,110351,1588947,360506,4372,92.0,74.0
117,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1248600,11812,2890305,213505,1686,486,281,83,396873,3424,23149,366867,859436,159433,226765,105372,66950,1799274,1207376,4242,94.0,55.0
118,Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,627124,8902,1188204,343511,9494,1733,442,342,309091,10257,29531,161675,367060,164765,188539,83895,74380,1056350,273829,3242,93.0,72.0
119,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1150632,17996,2632574,212863,3457,1410,445,127,500757,7297,28925,422461,929286,266953,281250,96241,93391,2103528,508664,5434,93.0,66.0
